ext_id,hero_name,set,mechanic,status,wp,decision,handler,designs
cvwr/goliath,Goliath,cvwr,size-changing,executable,WP-290,D-24074,packages/game-engine/src/hero/heroEffects.execute.ts#size-changing,being-big-is-best|brilliant-biochemist|enormous-implications|growth-industry|massive-warrior
cvwr/hercules,Hercules,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,boy-genius
cvwr/hercules,Hercules,cvwr,reveal-ko,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-ko,prince-of-power
cvwr/hulkling,Hulkling,cvwr,gain-wound-self,executable,WP-364,D-24156,packages/game-engine/src/hero/heroEffects.execute.ts#gain-wound-self,half-kree
cvwr/hulkling,Hulkling,cvwr,ko-wound-reward,executable,WP-382,D-24183,packages/game-engine/src/hero/heroEffects.execute.ts#ko-wound-reward,cellular-regeneration
cvwr/hulkling,Hulkling,cvwr,size-changing,executable,WP-290,D-24074,packages/game-engine/src/hero/heroEffects.execute.ts#size-changing,cellular-regeneration|enormous-shapeshifter|half-kree|half-skrull|impersonate
cvwr/luke-cage,Luke Cage,cvwr,fortify,unsupported,,,,unbreakable-skin
cvwr/luke-cage,Luke Cage,cvwr,gain-wound-self,executable,WP-364,D-24156,packages/game-engine/src/hero/heroEffects.execute.ts#gain-wound-self,reckless
cvwr/patriot,Patriot,cvwr,(unmarked),unmarked,,,,
cvwr/peter-parker,Peter Parker,cvwr,rescue,executable,WP-215,D-21501,packages/game-engine/src/hero/heroEffects.execute.ts#rescue,protect-my-family
cvwr/peter-parker,Peter Parker,cvwr,reveal,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal,conflicted-loyalties
cvwr/speedball,Speedball,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,double-down
cvwr/stature,Stature,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,crush-file-sizes|shrink-to-nothing
cvwr/stature,Stature,cvwr,size-changing,executable,WP-290,D-24074,packages/game-engine/src/hero/heroEffects.execute.ts#size-changing,crush-ants|crush-file-sizes|growing-confidence|shrink-to-nothing|trample-the-tiny
cvwr/storm-black-panther,Storm & Black Panther,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,gathering-clues|gathering-rain-clouds
cvwr/tigra,Tigra,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,ferocity
cvwr/vision,Vision,cvwr,phasing,unsupported,,,,harder-than-diamond|insubstantial-accomplishments|lighter-than-air|solar-energy|through-solid-objects
cvwr/vision,Vision,cvwr,size-changing,executable,WP-290,D-24074,packages/game-engine/src/hero/heroEffects.execute.ts#size-changing,harder-than-diamond|lighter-than-air
cvwr/wiccan,Wiccan,cvwr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,supersonic-speed|supersonic-spells
cvwr/wiccan,Wiccan,cvwr,phasing,unsupported,,,,astral-projection|sorcerous-illusions
dead/bob-agent-of-hydra,"Bob, Agent of HYDRA",dead,excessive-violence,unsupported,,,,bullets-flying-bob-hiding|epic-middle-manager
dead/deadpool,Deadpool,dead,excessive-violence,unsupported,,,,deadpool-rage
dead/slapstick,Slapstick,dead,excessive-violence,unsupported,,,,electroplasmic-insanity|saturday-morning-harpoons|surprise-chainsaw
dead/solo,Solo,dead,excessive-violence,unsupported,,,,mercs-gotta-get-paid
dead/stingray,Stingray,dead,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,deck-chairs-on-the-titanic|superpowered-swimsuit
dead/stingray,Stingray,dead,excessive-violence,unsupported,,,,sting-of-the-stingrays-sting
dims/howard-the-duck,Howard the Duck,dims,(unmarked),unmarked,,,,
dims/jessica-jones,Jessica Jones,dims,investigate,unsupported,,,,alias-investigations|crack-the-case|uncover-hidden-evil
dims/jessica-jones,Jessica Jones,dims,switcheroo,unsupported,,,,alias-investigations|alter-ego|crack-the-case
dims/man-thing,Man-Thing,dims,teleport,unsupported,,,,form-from-ooze|travel-the-nexus-of-realities
dims/ms-america,Ms. America,dims,investigate,unsupported,,,,search-parallel-dimensions
dims/ms-america,Ms. America,dims,teleport,unsupported,,,,kick-a-hole-in-reality|search-parallel-dimensions|star-power
dims/squirrel-girl,Squirrel Girl,dims,investigate,unsupported,,,,find-tiny-friends
dims/squirrel-girl,Squirrel Girl,dims,switcheroo,unsupported,,,,find-tiny-friends|nut-punch|squirrelgility|unbeatable-squirrel-girl
dkcy/angel,Angel,dkcy,(unmarked),unmarked,,,,
dkcy/bishop,Bishop,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,whatever-the-cost
dkcy/blade,Blade,dkcy,(unmarked),unmarked,,,,
dkcy/cable,Cable,dkcy,teleport,unsupported,,,,rapid-response-force
dkcy/colossus,Colossus,dkcy,gain-wound-self,executable,WP-364,D-24156,packages/game-engine/src/hero/heroEffects.execute.ts#gain-wound-self,draw-their-fire
dkcy/daredevil,Daredevil,dkcy,(unmarked),unmarked,,,,
dkcy/domino,Domino,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,lucky-break
dkcy/domino,Domino,dkcy,versatile,unsupported,,,,against-all-odds|lucky-break|ready-for-anything
dkcy/elektra,Elektra,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,ninjitsu
dkcy/forge,Forge,dkcy,versatile,unsupported,,,,overdrive
dkcy/ghost-rider,Ghost Rider,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,infernal-chains
dkcy/iceman,Iceman,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,deep-freeze
dkcy/iron-fist,Iron Fist,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,ancient-legacy
dkcy/iron-fist,Iron Fist,dkcy,versatile,unsupported,,,,ancient-legacy
dkcy/jean-grey,Jean Grey,dkcy,rescue,executable,WP-215,D-21501,packages/game-engine/src/hero/heroEffects.execute.ts#rescue,psychic-search
dkcy/nightcrawler,Nightcrawler,dkcy,teleport,unsupported,,,,along-for-the-ride|bamf|blend-into-shadows
dkcy/professor-x,Professor X,dkcy,(unmarked),unmarked,,,,
dkcy/punisher,Punisher,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,boom-goes-the-dynamite
dkcy/punisher,Punisher,dkcy,reveal-ko,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-ko,boom-goes-the-dynamite
dkcy/wolverine,Wolverine,dkcy,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,animal-instincts|no-mercy
dstr/ancient-one-the,"Ancient One, The",dstr,astral-plane,unsupported,,,,astral-confrontation
dstr/ancient-one-the,"Ancient One, The",dstr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,teachings-of-kamar-taj
dstr/ancient-one-the,"Ancient One, The",dstr,ritual-artifact,unsupported,,,,the-orb-of-agamotto
dstr/clea,Clea,dstr,demonic-bargain,unsupported,,,,bind-the-dark-dimension|demonic-descendant
dstr/clea,Clea,dstr,ritual-artifact,unsupported,,,,the-purple-gem
dstr/doctor-strange,Doctor Strange,dstr,artifact,unsupported,,,,keeper-of-the-sanctum|the-eye-of-agamotto
dstr/doctor-strange,Doctor Strange,dstr,ritual-artifact,unsupported,,,,book-of-cagliostro|the-eye-of-agamotto|wand-of-watoomb
dstr/doctor-voodoo,Doctor Voodoo,dstr,artifact,unsupported,,,,commune-with-the-spirit-world
dstr/doctor-voodoo,Doctor Voodoo,dstr,ritual-artifact,unsupported,,,,medallion-of-many-loas|staff-of-legba
dstr/vishanti-the,"Vishanti, The",dstr,demonic-bargain,unsupported,,,,agamotto|hoggoth
dstr/vishanti-the,"Vishanti, The",dstr,ko-wound-reward,executable,WP-382,D-24183,packages/game-engine/src/hero/heroEffects.execute.ts#ko-wound-reward,oshtur
dstr/vishanti-the,"Vishanti, The",dstr,ritual-artifact,unsupported,,,,the-book-of-the-vishanti
fear/greithoth-breaker-of-wills,"Greithoth, Breaker of Wills",fear,artifact,unsupported,,,,absorb-metal
fear/greithoth-breaker-of-wills,"Greithoth, Breaker of Wills",fear,artifacts,unsupported,,,,body-of-uru
fear/greithoth-breaker-of-wills,"Greithoth, Breaker of Wills",fear,thrown-artifact,unsupported,,,,mace-of-chains
fear/kuurth-breaker-of-stone,"Kuurth, Breaker of Stone",fear,thrown-artifact,unsupported,,,,unstoppable-sledge
fear/nerkkod-breaker-of-oceans,"Nerkkod, Breaker of Oceans",fear,thrown-artifact,unsupported,,,,cudgel-of-the-deep
fear/nul-breaker-of-worlds,"Nul, Breaker of Worlds",fear,demolish,unsupported,,,,break-the-world|demolition-derby
fear/nul-breaker-of-worlds,"Nul, Breaker of Worlds",fear,thrown-artifact,unsupported,,,,otherworldly-maul
fear/skadi,Skadi,fear,thrown-artifact,unsupported,,,,hammer-of-the-serpent|war-banner-of-hydra
fear/skirn-breaker-of-men,"Skirn, Breaker of Men",fear,thrown-artifact,unsupported,,,,titanic-bludgeon
ff04/human-torch,Human Torch,ff04,focus,unsupported,,,,flame-on
ff04/human-torch,Human Torch,ff04,gain-wound-self,executable,WP-364,D-24156,packages/game-engine/src/hero/heroEffects.execute.ts#gain-wound-self,hothead
ff04/human-torch,Human Torch,ff04,ko-wound-reward,executable,WP-382,D-24183,packages/game-engine/src/hero/heroEffects.execute.ts#ko-wound-reward,call-for-backup
ff04/invisible-woman,Invisible Woman,ff04,focus,unsupported,,,,disappearing-act|unseen-rescue
ff04/mr-fantastic,Mr. Fantastic,ff04,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,unstable-molecules
ff04/mr-fantastic,Mr. Fantastic,ff04,focus,unsupported,,,,twisting-equations|ultimate-nullifier
ff04/silver-surfer,Silver Surfer,ff04,focus,unsupported,,,,epic-destiny|the-power-cosmic|warp-speed
ff04/thing,Thing,ff04,focus,unsupported,,,,crime-stopper|knuckle-sandwich
gotg/drax-the-destroyer,Drax the Destroyer,gotg,artifact,unsupported,,,,knives-of-the-hunter
gotg/gamora,Gamora,gotg,artifact,unsupported,,,,godslayer-blade
gotg/groot,Groot,gotg,(unmarked),unmarked,,,,
gotg/rocket-raccoon,Rocket Raccoon,gotg,artifact,unsupported,,,,incoming-detector
gotg/star-lord,Star-Lord,gotg,artifact,unsupported,,,,element-guns|implanted-memory-chip|sentient-starship
mdns/blade-daywalker,"Blade, Daywalker",mdns,blood-frenzy,unsupported,,,,creature-of-dawn-and-dusk
mdns/blade-daywalker,"Blade, Daywalker",mdns,moonlight,unsupported,,,,creature-of-dawn-and-dusk|ride-by-moonlight
mdns/blade-daywalker,"Blade, Daywalker",mdns,patrol,unsupported,,,,hunt-high-and-low|where-monsters-lurk
mdns/blade-daywalker,"Blade, Daywalker",mdns,sunlight,unsupported,,,,creature-of-dawn-and-dusk
mdns/elsa-bloodstone,Elsa Bloodstone,mdns,blood-frenzy,unsupported,,,,vengeance-of-the-bloodstone-gem
mdns/elsa-bloodstone,Elsa Bloodstone,mdns,hunt-for-victims,unsupported,,,,stalk-the-night-stalkers
mdns/elsa-bloodstone,Elsa Bloodstone,mdns,patrol,unsupported,,,,axe-of-the-slayer|silver-bullets|vengeance-of-the-bloodstone-gem
mdns/morbius,Morbius,mdns,blood-frenzy,unsupported,,,,insatiable-craving|its-morbin-time|mesmerize
mdns/morbius,Morbius,mdns,moonlight,unsupported,,,,mesmerize|scalded-by-sunlight
mdns/morbius,Morbius,mdns,sunlight,unsupported,,,,scalded-by-sunlight
mdns/werewolf-by-night,Werewolf by Night,mdns,blood-frenzy,unsupported,,,,release-the-beast
mdns/werewolf-by-night,Werewolf by Night,mdns,moonlight,unsupported,,,,release-the-beast|snarling-fangs|starlit-path|track-the-captives
mdns/werewolf-by-night,Werewolf by Night,mdns,sunlight,unsupported,,,,release-the-beast|snarling-fangs|starlit-path
mdns/wong-master-of-the-mystic-arts,"Wong, Master of the Mystic Arts",mdns,patrol,unsupported,,,,bridge-between-dimensions|seal-the-rift
mdns/wong-master-of-the-mystic-arts,"Wong, Master of the Mystic Arts",mdns,sunlight,unsupported,,,,face-your-demons|searing-shards-of-sunlight
mgtg/drax,Drax,mgtg,excessive-violence,unsupported,,,,i-am-invisible|nothing-goes-over-my-head|prison-riot|remove-his-spine|revenge-for-my-family
mgtg/drax,Drax,mgtg,triggered-artifact,unsupported,,,,dual-knives
mgtg/gamora,Gamora,mgtg,artifact,unsupported,,,,sharpen-blades
mgtg/gamora,Gamora,mgtg,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,forgive|resourceful-fugitive
mgtg/gamora,Gamora,mgtg,triggered-artifact,unsupported,,,,retractable-sword
mgtg/mantis,Mantis,mgtg,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,selfish|selfless
mgtg/mantis,Mantis,mgtg,excessive-kindness,unsupported,,,,discover-the-dead|emotional-wave|empathic-bond|inspire-courage|sleep
mgtg/rocket-groot,Rocket & Groot,mgtg,excessive-kindness,unsupported,,,,baby-groot|compassion
mgtg/rocket-groot,Rocket & Groot,mgtg,excessive-violence,unsupported,,,,gravity-mines|passion
mgtg/rocket-groot,Rocket & Groot,mgtg,triggered-artifact,unsupported,,,,gravity-mines
mgtg/star-lord,Star-Lord,mgtg,artifact,unsupported,,,,borrowed-nova-blaster|dont-need-that-stuff|expandable-helmet|give|hadron-enforcer|starship-sensors|take
mgtg/star-lord,Star-Lord,mgtg,triggered-artifact,unsupported,,,,borrowed-nova-blaster|expandable-helmet|hadron-enforcer|starship-sensors
msis/black-panther,Black Panther,msis,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,wakanda-forever
msis/black-panther,Black Panther,msis,sacrifice,unsupported,,,,great-many-lives-lost
msis/bruce-banner,Bruce Banner,msis,ko-wound-reward,executable,WP-382,D-24183,packages/game-engine/src/hero/heroEffects.execute.ts#ko-wound-reward,hulkbuster-armor
msis/bruce-banner,Bruce Banner,msis,sacrifice,unsupported,,,,burst-of-rage|reverse-the-snap
msis/captain-marvel,Captain Marvel,msis,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,dawning-hope|infused-by-the-tesseract
msis/captain-marvel,Captain Marvel,msis,endgame,unsupported,,,,infused-by-the-tesseract|return-from-the-stars|time-to-end-it|turning-point
msis/doctor-strange,Doctor Strange,msis,phasing,unsupported,,,,invoke-the-time-stone|open-portals|sift-futures
msis/doctor-strange,Doctor Strange,msis,sacrifice,unsupported,,,,1-in-14-000-065|invoke-the-time-stone
msis/wanda-vision,Wanda & Vision,msis,reveal-odd-draw,executable,WP-253,D-24024,packages/game-engine/src/hero/heroEffects.execute.ts#reveal-odd-draw,witchcraft
msis/wanda-vision,Wanda & Vision,msis,sacrifice,unsupported,,,,let-go|we-have-to-destroy-it
msmc/m,M,msmc,clone,unsupported,,,,interweaving-powers|penance-form|three-sisters-combined|uncover-family-secrets
msmc/m,M,msmc,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,three-sisters-combined
msmc/m,M,msmc,investigate,unsupported,,,,uncover-family-secrets
msmc/m,M,msmc,tactical-formation,unsupported,,,,interweaving-powers|three-sisters-combined
msmc/m,M,msmc,when-recruited,unsupported,,,,interweaving-powers|penance-form|three-sisters-combined|uncover-family-secrets
msmc/multiple-man,Multiple Man,msmc,clone,unsupported,,,,finding-myself|me-myself-and-i|perfect-match|reabsorb-duplicates
msmc/multiple-man,Multiple Man,msmc,investigate,unsupported,,,,finding-myself
msmc/multiple-man,Multiple Man,msmc,tactical-formation,unsupported,,,,me-myself-and-i|reabsorb-duplicates
msmc/rictor,Rictor,msmc,investigate,unsupported,,,,trace-the-fault-lines|unearth-tectonic-power
msmc/rictor,Rictor,msmc,shatter,unsupported,,,,massive-earthquake|underground-cave-in
msmc/shatterstar,Shatterstar,msmc,clone,unsupported,,,,bioelectric-surge|gene-spliced-creation|gladiators-blades|strive-for-greatness
msmc/shatterstar,Shatterstar,msmc,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,gladiators-blades
msmc/shatterstar,Shatterstar,msmc,shatter,unsupported,,,,gene-spliced-creation
msmc/shatterstar,Shatterstar,msmc,tactical-formation,unsupported,,,,bioelectric-surge
msmc/shatterstar,Shatterstar,msmc,when-recruited,unsupported,,,,bioelectric-surge|gene-spliced-creation|gladiators-blades|strive-for-greatness
msmc/siryn,Siryn,msmc,investigate,unsupported,,,,echolocation
msmc/siryn,Siryn,msmc,shatter,unsupported,,,,hypnotic-call|splintering-shriek|three-octave-arpeggio
msmc/siryn,Siryn,msmc,tactical-formation,unsupported,,,,three-octave-arpeggio
msmc/stepford-cuckoos,Stepford Cuckoos,msmc,clone,unsupported,,,,find-mutants-with-cerebro|mind-wipe|shared-thoughts|telepathic-warning
msmc/stepford-cuckoos,Stepford Cuckoos,msmc,investigate,unsupported,,,,find-mutants-with-cerebro|shared-thoughts
msmc/stepford-cuckoos,Stepford Cuckoos,msmc,tactical-formation,unsupported,,,,mind-wipe|shared-thoughts|telepathic-warning
msmc/stepford-cuckoos,Stepford Cuckoos,msmc,when-recruited,unsupported,,,,find-mutants-with-cerebro|mind-wipe|shared-thoughts|telepathic-warning
msmc/strong-guy,Strong Guy,msmc,investigate,unsupported,,,,treasure-hunt|x-factor-investigations
msmc/strong-guy,Strong Guy,msmc,tactical-formation,unsupported,,,,go-big
msmc/warpath,Warpath,msmc,investigate,unsupported,,,,grim-tracker|superhuman-senses
msmc/warpath,Warpath,msmc,tactical-formation,unsupported,,,,dangerous-maneuver
msp1/black-widow,Black Widow,msp1,defeat-with-bystander,executable,WP-486,D-24291,packages/game-engine/src/hero/heroEffects.execute.ts#defeat-with-bystander,silent-sniper
msp1/black-widow,Black Widow,msp1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,mission-accomplished
msp1/black-widow,Black Widow,msp1,rescue,executable,WP-215,D-21501,packages/game-engine/src/hero/heroEffects.execute.ts#rescue,mission-accomplished
msp1/captain-america,Captain America,msp1,(unmarked),unmarked,,,,
msp1/hawkeye,Hawkeye,msp1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,quick-draw
msp1/hulk,Hulk,msp1,gain-wound-each,executable,WP-364,D-24156,packages/game-engine/src/hero/heroEffects.execute.ts#gain-wound-each,crazed-rampage
msp1/hulk,Hulk,msp1,ko-wound-reward,executable,WP-382,D-24183,packages/game-engine/src/hero/heroEffects.execute.ts#ko-wound-reward,unstoppable-hulk
msp1/iron-man,Iron Man,msp1,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,endless-invention|quantum-breakthrough
msp1/nick-fury,Nick Fury,msp1,(unmarked),unmarked,,,,
msp1/thor,Thor,msp1,recruit-threshold,unsupported,,,,surge-of-power
nmut/karma,Karma,nmut,(unmarked),unmarked,,,,
nmut/mirage,Mirage,nmut,moonlight,unsupported,,,,dreams-made-real|haunted-by-the-demon-bear
nmut/mirage,Mirage,nmut,waking-nightmare,unsupported,,,,haunted-by-the-demon-bear|nightmare-wolves
nmut/sunspot,Sunspot,nmut,moonlight,unsupported,,,,absorb-radiation
nmut/sunspot,Sunspot,nmut,put-any-number-bottom-hq,executable,,D-24132,packages/game-engine/src/hero/heroEffects.execute.ts#put-any-number-bottom-hq,empyreal-force
nmut/sunspot,Sunspot,nmut,sunlight,unsupported,,,,absorb-radiation|empyreal-force|solar-powered|thermokinetic-fury
nmut/warlock,Warlock,nmut,moonlight,unsupported,,,,analyze-planetary-rotation|nanite-shapeshifter
nmut/warlock,Warlock,nmut,sunlight,unsupported,,,,analyze-planetary-rotation|nanite-shapeshifter
nmut/wolfsbane,Wolfsbane,nmut,moonlight,unsupported,,,,howl-at-the-moon|night-vision|nocturnal-savagery|wolf-out
nmut/wolfsbane,Wolfsbane,nmut,sunlight,unsupported,,,,wolf-out
noir/angel-noir,Angel Noir,noir,investigate,unsupported,,,,missing-person-case|multitalented
noir/daredevil-noir,Daredevil Noir,noir,investigate,unsupported,,,,discover-the-bodies|listen-for-heartbeats
noir/iron-man-noir,Iron Man Noir,noir,investigate,unsupported,,,,adventurers-assemble|mechanized-plate-mail
noir/luke-cage-noir,Luke Cage Noir,noir,investigate,unsupported,,,,private-investigations|unbreakable-cage
noir/spider-man-noir,Spider-Man Noir,noir,investigate,unsupported,,,,gumshoes-revolver|solve-the-crime|spider-totems-chosen
pttr/black-cat,Black Cat,pttr,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,casual-bank-robbery|pickpocket
pttr/moon-knight,Moon Knight,pttr,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,climbing-claws|lunar-communion
pttr/scarlet-spider,Scarlet Spider,pttr,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,flip-out|perfect-hunter
pttr/scarlet-spider,Scarlet Spider,pttr,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,flip-out|leap-from-above|perfect-hunter
pttr/spider-woman,Spider-Woman,pttr,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,bioelectric-shock|venom-blast
pttr/symbiote-spider-man,Symbiote Spider-Man,pttr,wall-crawl,executable,WP-273,D-24049,packages/game-engine/src/moves/recruitHero.ts,dark-strength|shadowed-spider
rlmk/black-bolt,Black Bolt,rlmk,don't-speak,unsupported,,,,the-kings-speech
rlmk/black-bolt,Black Bolt,rlmk,speak,unsupported,,,,the-kings-speech
rlmk/black-bolt,Black Bolt,rlmk,thrones-favor,unsupported,,,,break-the-silence|declaration-of-war|the-kings-speech
rlmk/black-bolt,Black Bolt,rlmk,when-recruited-abilities,unsupported,,,,break-the-silence
rlmk/crystal,Crystal,rlmk,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,master-the-four-elements
rlmk/crystal,Crystal,rlmk,thrones-favor,unsupported,,,,elemental-princess
rlmk/crystal,Crystal,rlmk,when-recruited-abilities,unsupported,,,,elemental-princess|weave-four-into-one
rlmk/gorgon,Gorgon,rlmk,abomination,unsupported,,,,lead-the-inhuman-elite|stomping-shockwave
rlmk/gorgon,Gorgon,rlmk,highest-abomination,unsupported,,,,trample-underhoof
rlmk/gorgon,Gorgon,rlmk,rooftops-abomination,unsupported,,,,lead-the-inhuman-elite
rlmk/gorgon,Gorgon,rlmk,streets-abomination,unsupported,,,,stomping-shockwave
rlmk/gorgon,Gorgon,rlmk,teleport,unsupported,,,,lead-the-inhuman-elite|lockjaw-inhumans-best-friend
rlmk/gorgon,Gorgon,rlmk,when-recruited-abilities,unsupported,,,,lead-the-inhuman-elite|lockjaw-inhumans-best-friend|stomping-shockwave|trample-underhoof
rlmk/karnak,Karnak,rlmk,when-recruited-abilities,unsupported,,,,brilliant-strategist|find-fatal-flaw|seek-the-center|shatter-the-weak-point
rlmk/medusa,Medusa,rlmk,thrones-favor,unsupported,,,,headstrong|queen-of-the-inhumans|royal-command|splitting-hairs
rlmk/medusa,Medusa,rlmk,when-recruited-abilities,unsupported,,,,headstrong|queen-of-the-inhumans|royal-command|splitting-hairs
rvlt/captain-marvel-agent-of-shield,"Captain Marvel, Agent of S.H.I.E.L.D.",rvlt,last-stand,unsupported,,,,dominate-the-battlefield|higher-further-faster
rvlt/darkhawk,Darkhawk,rvlt,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,balance-the-darkforce
rvlt/darkhawk,Darkhawk,rvlt,hyperspeed,unsupported,,,,hawk-dive|warflight
rvlt/hellcat,Hellcat,rvlt,(unmarked),unmarked,,,,
rvlt/photon,Photon,rvlt,hyperspeed,unsupported,,,,ultraviolet-radiation
rvlt/photon,Photon,rvlt,last-stand,unsupported,,,,coruscating-vengeance
rvlt/quicksilver,Quicksilver,rvlt,hyperspeed,unsupported,,,,around-the-world-punch|perpetual-motion|too-fast-to-see
rvlt/ronin,Ronin,rvlt,dark-memories,unsupported,,,,brooding-fury|haunted-by-loss
rvlt/ronin,Ronin,rvlt,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,storm-of-arrows
rvlt/ronin,Ronin,rvlt,hyperspeed,unsupported,,,,storm-of-arrows
rvlt/scarlet-witch,Scarlet Witch,rvlt,dark-memories,unsupported,,,,alter-reality|warp-time-and-space
rvlt/speed,Speed,rvlt,hyperspeed,unsupported,,,,accelerate|break-the-sound-barrier
rvlt/war-machine,War Machine,rvlt,hyperspeed,unsupported,,,,hypersonic-cannon
shld/agent-phil-coulson,Agent Phil Coulson,shld,s.h.i.e.l.d.-level,unsupported,,,,fake-but-inspiring-death|impeccable-planning
shld/agent-phil-coulson,Agent Phil Coulson,shld,s.h.i.e.l.d.-levels,unsupported,,,,approve-orbital-strike
shld/agent-phil-coulson,Agent Phil Coulson,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,approve-orbital-strike|build-the-strike-team|fake-but-inspiring-death
shld/deathlok,Deathlok,shld,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,authorize-lethal-force
shld/deathlok,Deathlok,shld,s.h.i.e.l.d.-level,unsupported,,,,authorize-lethal-force|behind-enemy-lines|headlok
shld/deathlok,Deathlok,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,behind-enemy-lines|headlok|reanimate-into-service
shld/dum-dum-dugan,Dum Dum Dugan,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,dum-dum-dugan
shld/gw-bridge,G.W. Bridge,shld,(unmarked),unmarked,,,,
shld/grant-ward,Grant Ward,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,grant-ward
shld/leo-fitz-and-jemma-simmons,Leo Fitz and Jemma Simmons,shld,(unmarked),unmarked,,,,
shld/melinda-may,Melinda May,shld,(unmarked),unmarked,,,,
shld/mockingbird,Mockingbird,shld,draw,executable,WP-022,D-2201,packages/game-engine/src/hero/heroEffects.execute.ts#draw,infinity-formula
shld/mockingbird,Mockingbird,shld,s.h.i.e.l.d.-level,unsupported,,,,battle-staves
shld/mockingbird,Mockingbird,shld,s.h.i.e.l.d.-levels,unsupported,,,,infinity-formula|spymaster
shld/mockingbird,Mockingbird,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,infinity-formula|spymaster|take-cover
shld/quake,Quake,shld,s.h.i.e.l.d.-level,unsupported,,,,aftershock|roil-the-earth|tectonic-wave
shld/quake,Quake,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,going-underground|roil-the-earth|tectonic-wave
shld/sharon-carter,Sharon Carter,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,sharon-carter
shld/victoria-hand,Victoria Hand,shld,undercover,executable,WP-282,D-24060,packages/game-engine/src/hero/heroEffects.execute.ts#undercover,victoria-hand
